task,caseid,user,ASSIGNEDTEAMNAME,incAmt,end_timestamp,start_timestamp,CREATEDT
01eccc9676820fa21052b92c093b87563c9f2cde,0083e0a1aca2750697ff2c1a06443ba5356edcb1,278185df3bd8a90f7605abe14af149fe50907f05,ab558841df55926c1ba6be98a175281d583e62b5,6411.12,1972-03-22T20:02:59.000,1972-03-22T20:02:55.000,1972-03-22T18:52:23.000
20679d925843a4c25682650e519725d0ddde7465,0083e0a1aca2750697ff2c1a06443ba5356edcb1,278185df3bd8a90f7605abe14af149fe50907f05,ab558841df55926c1ba6be98a175281d583e62b5,6411.12,1972-03-22T20:03:03.000,1972-03-22T20:02:55.000,1972-03-22T18:52:28.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,0083e0a1aca2750697ff2c1a06443ba5356edcb1,376d447b48e0b6086d15c6b7edfc37a174b004d1,ab558841df55926c1ba6be98a175281d583e62b5,6411.12,1972-03-26T00:04:16.000,1972-03-26T00:04:10.000,1972-03-23T20:28:56.000
01eccc9676820fa21052b92c093b87563c9f2cde,0083e0a1aca2750697ff2c1a06443ba5356edcb1,376d447b48e0b6086d15c6b7edfc37a174b004d1,ab558841df55926c1ba6be98a175281d583e62b5,6411.12,1972-03-26T00:04:16.000,1972-03-26T00:04:11.000,1972-03-22T20:03:01.000
20679d925843a4c25682650e519725d0ddde7465,0083e0a1aca2750697ff2c1a06443ba5356edcb1,376d447b48e0b6086d15c6b7edfc37a174b004d1,ab558841df55926c1ba6be98a175281d583e62b5,6411.12,1972-03-26T00:04:16.000,1972-03-26T00:04:11.000,1972-03-22T20:03:15.000
20679d925843a4c25682650e519725d0ddde7465,0083e0a1aca2750697ff2c1a06443ba5356edcb1,06d066a255e89b635ac2d0d8a17d756965fbf1fa,ab558841df55926c1ba6be98a175281d583e62b5,6411.12,1972-04-01T19:47:45.000,1972-04-01T19:47:42.000,1972-03-26T00:11:13.000
01eccc9676820fa21052b92c093b87563c9f2cde,0083e0a1aca2750697ff2c1a06443ba5356edcb1,06d066a255e89b635ac2d0d8a17d756965fbf1fa,ab558841df55926c1ba6be98a175281d583e62b5,6411.12,1972-04-01T19:47:45.000,1972-04-01T19:47:42.000,1972-03-26T00:11:28.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,0083e0a1aca2750697ff2c1a06443ba5356edcb1,06d066a255e89b635ac2d0d8a17d756965fbf1fa,ab558841df55926c1ba6be98a175281d583e62b5,6411.12,1972-04-01T19:47:45.000,1972-04-01T19:47:42.000,1972-03-26T00:24:58.000
20679d925843a4c25682650e519725d0ddde7465,0083e0a1aca2750697ff2c1a06443ba5356edcb1,c5676f623c9417dfdbfb7ec14aca67c07239f673,ab558841df55926c1ba6be98a175281d583e62b5,6411.12,1972-04-12T20:11:33.000,1972-04-12T20:11:31.000,1972-04-01T19:47:53.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,0083e0a1aca2750697ff2c1a06443ba5356edcb1,c5676f623c9417dfdbfb7ec14aca67c07239f673,ab558841df55926c1ba6be98a175281d583e62b5,6411.12,1972-04-12T20:11:33.000,1972-04-12T20:11:31.000,1972-04-04T18:40:09.000
01eccc9676820fa21052b92c093b87563c9f2cde,0083e0a1aca2750697ff2c1a06443ba5356edcb1,c5676f623c9417dfdbfb7ec14aca67c07239f673,ab558841df55926c1ba6be98a175281d583e62b5,6411.12,1972-04-12T20:11:33.000,1972-04-12T20:11:32.000,1972-04-01T19:47:48.000
7df0abdc10a97f4fed3aa69ecb347079a16c2c10,0083e0a1aca2750697ff2c1a06443ba5356edcb1,c5676f623c9417dfdbfb7ec14aca67c07239f673,ab558841df55926c1ba6be98a175281d583e62b5,6411.12,1972-04-12T20:40:58.000,1972-04-12T20:40:57.000,1972-04-12T20:40:54.000
ac656841faa2a212dc205e2d7c7353b5810d2017,0083e0a1aca2750697ff2c1a06443ba5356edcb1,f0765b31bc882476c63d84e5517db12e8b52143d,ab558841df55926c1ba6be98a175281d583e62b5,6411.12,1972-04-12T21:58:18.000,1972-04-12T20:41:46.000,1972-04-12T20:41:33.000
d81d235c8e7843330a8c0a9e5066fa5f509fab61,0083e0a1aca2750697ff2c1a06443ba5356edcb1,c5676f623c9417dfdbfb7ec14aca67c07239f673,ab558841df55926c1ba6be98a175281d583e62b5,6411.12,1972-04-12T22:22:10.000,1972-04-12T20:41:56.000,1972-04-12T20:41:56.000
5eb74a1b83b6addb8454997d580d01b638e24a6f,00df5625251b8e53812c1c6b37d2f2174523d5bd,06d066a255e89b635ac2d0d8a17d756965fbf1fa,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1971-08-27T19:00:02.000,1971-08-27T19:00:00.000,1971-08-26T20:58:17.000
01eccc9676820fa21052b92c093b87563c9f2cde,00df5625251b8e53812c1c6b37d2f2174523d5bd,8851f360cad1bc931bbc60cd5074000ec9cd90d8,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1971-10-13T19:39:01.000,1971-10-13T19:16:09.000,1971-08-27T19:00:07.000
20679d925843a4c25682650e519725d0ddde7465,00df5625251b8e53812c1c6b37d2f2174523d5bd,e5e568bb4dfeb04a14389b0784dec1cacc224ea4,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1971-12-19T00:40:25.000,1971-12-07T17:50:48.000,1971-10-13T19:39:28.000
20679d925843a4c25682650e519725d0ddde7465,00df5625251b8e53812c1c6b37d2f2174523d5bd,0d978de9cbc92f4bdcbd9d0ff4e60125ee6a1e2f,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1971-12-24T19:42:58.000,1971-12-24T19:42:54.000,1971-12-19T00:40:33.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,00df5625251b8e53812c1c6b37d2f2174523d5bd,0d978de9cbc92f4bdcbd9d0ff4e60125ee6a1e2f,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1971-12-24T19:42:58.000,1971-12-24T19:42:54.000,1971-12-21T20:10:46.000
7df0abdc10a97f4fed3aa69ecb347079a16c2c10,00df5625251b8e53812c1c6b37d2f2174523d5bd,0d978de9cbc92f4bdcbd9d0ff4e60125ee6a1e2f,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1971-12-31T19:14:08.000,1971-12-24T19:46:14.000,1971-12-24T19:46:14.000
20679d925843a4c25682650e519725d0ddde7465,00df5625251b8e53812c1c6b37d2f2174523d5bd,0d978de9cbc92f4bdcbd9d0ff4e60125ee6a1e2f,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1971-12-24T19:46:24.000,1971-12-24T19:46:21.000,1971-12-24T19:43:08.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,00df5625251b8e53812c1c6b37d2f2174523d5bd,3d94ae9719c193113b49f823744d2d37a05b7310,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1972-01-14T23:46:50.000,1972-01-14T18:34:31.000,1971-12-31T20:37:00.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,00df5625251b8e53812c1c6b37d2f2174523d5bd,3d94ae9719c193113b49f823744d2d37a05b7310,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1972-01-14T23:46:57.000,1972-01-14T23:46:54.000,1972-01-13T21:48:17.000
20679d925843a4c25682650e519725d0ddde7465,00df5625251b8e53812c1c6b37d2f2174523d5bd,3d94ae9719c193113b49f823744d2d37a05b7310,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1972-01-14T23:46:57.000,1972-01-14T23:46:55.000,1971-12-31T19:14:43.000
20679d925843a4c25682650e519725d0ddde7465,00df5625251b8e53812c1c6b37d2f2174523d5bd,1ec29f6062fd9197026c1806c75423cecb812c46,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1972-01-15T00:18:24.000,1972-01-15T00:18:22.000,1972-01-15T00:06:23.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,00df5625251b8e53812c1c6b37d2f2174523d5bd,3d94ae9719c193113b49f823744d2d37a05b7310,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1972-01-15T00:32:17.000,1972-01-15T00:32:15.000,1972-01-15T00:29:32.000
20679d925843a4c25682650e519725d0ddde7465,00df5625251b8e53812c1c6b37d2f2174523d5bd,296c11aa09a4333e75a2604c37c83be848b321a9,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1972-02-25T20:09:54.000,1972-02-25T16:05:51.000,1972-01-15T00:18:32.000
01eccc9676820fa21052b92c093b87563c9f2cde,00df5625251b8e53812c1c6b37d2f2174523d5bd,296c11aa09a4333e75a2604c37c83be848b321a9,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1972-02-25T20:09:54.000,1972-02-25T20:09:52.000,1972-02-03T19:55:45.000
01eccc9676820fa21052b92c093b87563c9f2cde,00df5625251b8e53812c1c6b37d2f2174523d5bd,296c11aa09a4333e75a2604c37c83be848b321a9,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1972-03-29T19:59:50.000,1972-03-24T15:38:24.000,1972-02-25T20:10:01.000
20679d925843a4c25682650e519725d0ddde7465,00df5625251b8e53812c1c6b37d2f2174523d5bd,296c11aa09a4333e75a2604c37c83be848b321a9,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1972-03-29T19:59:50.000,1972-03-29T19:59:47.000,1972-02-25T20:10:06.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,00df5625251b8e53812c1c6b37d2f2174523d5bd,296c11aa09a4333e75a2604c37c83be848b321a9,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1972-03-29T19:59:50.000,1972-03-29T19:59:47.000,1972-03-22T00:17:48.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,00df5625251b8e53812c1c6b37d2f2174523d5bd,296c11aa09a4333e75a2604c37c83be848b321a9,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1972-03-29T19:59:50.000,1972-03-29T19:59:47.000,1972-03-29T19:59:31.000
01eccc9676820fa21052b92c093b87563c9f2cde,00df5625251b8e53812c1c6b37d2f2174523d5bd,c5676f623c9417dfdbfb7ec14aca67c07239f673,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1972-04-05T21:07:01.000,1972-04-05T21:06:59.000,1972-03-29T19:59:57.000
a12ac8712e66218cbd4e6b2092b190c23d1df406,00df5625251b8e53812c1c6b37d2f2174523d5bd,c5676f623c9417dfdbfb7ec14aca67c07239f673,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1972-04-05T21:07:01.000,1972-04-05T21:06:59.000,1972-03-29T20:00:10.000
01eccc9676820fa21052b92c093b87563c9f2cde,00df5625251b8e53812c1c6b37d2f2174523d5bd,8851f360cad1bc931bbc60cd5074000ec9cd90d8,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1972-04-12T18:15:07.000,1972-04-12T18:15:04.000,1972-04-05T21:07:55.000
a12ac8712e66218cbd4e6b2092b190c23d1df406,00df5625251b8e53812c1c6b37d2f2174523d5bd,8851f360cad1bc931bbc60cd5074000ec9cd90d8,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1972-04-12T18:15:07.000,1972-04-12T18:15:04.000,1972-04-05T21:08:04.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,00df5625251b8e53812c1c6b37d2f2174523d5bd,434b80444330d642643e5a2b317c8da6296b8d91,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1972-04-12T18:19:39.000,1972-04-12T18:18:39.000,1972-04-12T18:18:39.000
01eccc9676820fa21052b92c093b87563c9f2cde,00df5625251b8e53812c1c6b37d2f2174523d5bd,985b9bf5de26f328e8f69fd92cdf457d8056539e,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1972-04-20T18:55:34.000,1972-04-20T18:55:32.000,1972-04-12T18:18:24.000
20679d925843a4c25682650e519725d0ddde7465,00df5625251b8e53812c1c6b37d2f2174523d5bd,985b9bf5de26f328e8f69fd92cdf457d8056539e,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1972-04-20T18:55:34.000,1972-04-20T18:55:32.000,1972-04-12T18:18:36.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,00df5625251b8e53812c1c6b37d2f2174523d5bd,985b9bf5de26f328e8f69fd92cdf457d8056539e,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1972-04-20T18:55:34.000,1972-04-20T18:55:32.000,1972-04-18T18:52:57.000
01eccc9676820fa21052b92c093b87563c9f2cde,00df5625251b8e53812c1c6b37d2f2174523d5bd,296c11aa09a4333e75a2604c37c83be848b321a9,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1972-06-02T22:48:42.000,1972-06-02T22:48:35.000,1972-04-20T18:55:57.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,00df5625251b8e53812c1c6b37d2f2174523d5bd,296c11aa09a4333e75a2604c37c83be848b321a9,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1972-06-02T22:48:42.000,1972-06-02T22:48:35.000,1972-05-31T23:30:17.000
20679d925843a4c25682650e519725d0ddde7465,00df5625251b8e53812c1c6b37d2f2174523d5bd,296c11aa09a4333e75a2604c37c83be848b321a9,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1972-06-02T22:48:42.000,1972-06-02T22:48:36.000,1972-04-20T18:55:41.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,00df5625251b8e53812c1c6b37d2f2174523d5bd,296c11aa09a4333e75a2604c37c83be848b321a9,ab558841df55926c1ba6be98a175281d583e62b5,4930.91,1972-06-02T22:48:42.000,1972-06-02T22:48:36.000,1972-06-02T22:47:44.000
