task,caseid,user,LogType,elementId,processId,resourceId,end_timestamp,start_timestamp
R,1,DEF-000003,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-07T15:57:19.651,2020-04-07T15:51:14.329
S,1,DEF-000001,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-07T18:32:10.221,2020-04-07T18:31:13.464
T,1,DEF-000002,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-07T19:05:45.719,2020-04-07T18:55:56.809
I,1,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-04-07T20:50:31.863,2020-04-07T20:49:31.863
P,1,ABC-000001,MXML.EnactmentLog,Task_0tm4h1h,Process_1,QBP_DEFAULT_RESOURCE,2020-04-08T00:35:19.766,2020-04-08T00:33:09.453
Q,1,DEF-000002,MXML.EnactmentLog,Task_08t6quk,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-08T01:40:33.576,2020-04-08T00:35:19.766
R,1,DEF-000003,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-08T04:02:24.179,2020-04-08T02:32:17.941
S,1,DEF-000002,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-08T06:45:48.485,2020-04-08T06:45:16.773
T,1,DEF-000003,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-08T08:32:51.728,2020-04-08T08:28:04.481
I,1,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-04-08T08:33:51.728,2020-04-08T08:32:51.728
J,1,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2020-04-08T09:02:16.592,2020-04-08T08:33:51.728
K,1,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2020-04-08T09:02:18.592,2020-04-08T09:02:16.592
L,1,ABC-000001,MXML.EnactmentLog,Task_0jnkm8s,Process_1,QBP_DEFAULT_RESOURCE,2020-04-08T09:29:20.221,2020-04-08T09:02:18.592
A,10,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2020-04-06T20:26:36.011,2020-04-06T20:19:40.253
B,10,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2020-04-06T22:03:37.861,2020-04-06T21:56:22.331
E,10,ABC-000001,MXML.EnactmentLog,Task_1f0rzqa,Process_1,QBP_DEFAULT_RESOURCE,2020-04-07T03:24:23.162,2020-04-07T03:23:50.317
F,10,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2020-04-07T03:29:05.760,2020-04-07T03:24:23.162
C,10,ABC-000001,MXML.EnactmentLog,Task_1xhajjz,Process_1,QBP_DEFAULT_RESOURCE,2020-04-07T03:36:03.374,2020-04-07T03:29:05.760
D,10,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2020-04-07T03:39:23.920,2020-04-07T03:36:03.374
H,10,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2020-04-07T04:03:35.445,2020-04-07T03:39:23.920
G,10,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2020-04-07T04:13:17.930,2020-04-07T04:03:35.445
I,10,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-04-07T07:05:15.745,2020-04-07T07:04:15.745
P,10,ABC-000001,MXML.EnactmentLog,Task_0tm4h1h,Process_1,QBP_DEFAULT_RESOURCE,2020-04-07T08:07:07.260,2020-04-07T07:58:36.306
Q,10,DEF-000003,MXML.EnactmentLog,Task_08t6quk,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-07T13:25:03.872,2020-04-07T11:10:16.137
R,10,DEF-000003,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-07T19:34:09.001,2020-04-07T16:32:40.464
S,10,DEF-000003,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-07T19:35:20.272,2020-04-07T19:34:49.143
T,10,DEF-000003,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-07T20:20:25.586,2020-04-07T19:40:58.796
A,100,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T14:20:19.386,2020-04-21T14:11:39.539
B,100,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T15:47:40.788,2020-04-21T15:15:41.217
E,100,ABC-000001,MXML.EnactmentLog,Task_1f0rzqa,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T16:04:28.640,2020-04-21T15:59:04.213
F,100,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T16:05:08.376,2020-04-21T16:04:28.640
C,100,ABC-000001,MXML.EnactmentLog,Task_1xhajjz,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T16:11:57.339,2020-04-21T16:05:08.376
D,100,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T16:17:22.271,2020-04-21T16:11:57.339
H,100,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T16:33:17.485,2020-04-21T16:17:22.271
G,100,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T16:38:34.460,2020-04-21T16:33:17.485
I,100,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T17:19:26.071,2020-04-21T17:18:26.071
J,100,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T18:29:32.210,2020-04-21T18:10:42.835
K,100,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T19:47:45.164,2020-04-21T19:47:43.164
O,100,ABC-000001,MXML.EnactmentLog,Task_1l1hbv6,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T19:59:38.506,2020-04-21T19:58:43.544
M,100,ABC-000001,MXML.EnactmentLog,Task_0tkh9qf,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T20:16:55.248,2020-04-21T19:59:38.506
L,100,ABC-000001,MXML.EnactmentLog,Task_0jnkm8s,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T20:21:26.263,2020-04-21T20:16:55.248
U,100,GHI-000003,MXML.EnactmentLog,Task_1abbjnw,Process_1,qbp_e79fc9c0-b70d-4c52-acb5-7a2416e6086c,2020-04-21T20:51:30.610,2020-04-21T20:16:55.248
BB,100,MNO-000001,MXML.EnactmentLog,Task_1pzwok3,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2020-04-21T20:34:22.485,2020-04-21T20:29:38.739
CC,100,MNO-000001,MXML.EnactmentLog,Task_0t6ryvv,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2020-04-21T21:10:00.671,2020-04-21T20:41:52.503
V,100,GHI-000001,MXML.EnactmentLog,Task_0oq0sec,Process_1,qbp_e79fc9c0-b70d-4c52-acb5-7a2416e6086c,2020-04-22T03:15:16.796,2020-04-21T20:51:30.610
DD,100,MNO-000001,MXML.EnactmentLog,Task_1e72t9f,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2020-04-21T21:34:33.330,2020-04-21T21:10:00.671
X,100,GHI-000003,MXML.EnactmentLog,Task_0qw0y7l,Process_1,qbp_e79fc9c0-b70d-4c52-acb5-7a2416e6086c,2020-04-22T03:23:26.254,2020-04-22T03:15:16.796
R,100,DEF-000001,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-22T06:36:30.989,2020-04-22T04:56:22.694
S,100,DEF-000002,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-22T06:52:43.907,2020-04-22T06:43:22.782
T,100,DEF-000002,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-22T07:32:26.079,2020-04-22T06:53:43.067
A,101,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T17:08:27.867,2020-04-21T17:05:08.619
B,101,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T17:19:46.740,2020-04-21T17:19:28.071
E,101,ABC-000001,MXML.EnactmentLog,Task_1f0rzqa,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T18:53:33.073,2020-04-21T18:38:57.865
F,101,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T18:55:45.835,2020-04-21T18:53:33.073
C,101,ABC-000001,MXML.EnactmentLog,Task_1xhajjz,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T18:58:26.932,2020-04-21T18:55:45.835
D,101,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T19:01:46.937,2020-04-21T18:58:26.932
H,101,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T19:02:07.664,2020-04-21T19:01:46.937
G,101,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T19:02:52.652,2020-04-21T19:02:07.664
I,101,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T19:54:07.898,2020-04-21T19:53:07.898
J,101,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T20:25:24.979,2020-04-21T20:21:51.104
K,101,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T21:56:59.899,2020-04-21T21:56:57.899
O,101,ABC-000001,MXML.EnactmentLog,Task_1l1hbv6,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T22:19:29.141,2020-04-21T22:09:29.561
L,101,ABC-000001,MXML.EnactmentLog,Task_0jnkm8s,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T22:24:46.885,2020-04-21T22:19:29.141
BB,101,MNO-000002,MXML.EnactmentLog,Task_1pzwok3,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2020-04-21T22:33:57.662,2020-04-21T22:19:29.141
CC,101,MNO-000001,MXML.EnactmentLog,Task_0t6ryvv,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2020-04-21T23:31:53.484,2020-04-21T22:33:57.662
DD,101,MNO-000001,MXML.EnactmentLog,Task_1e72t9f,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2020-04-21T23:32:50.559,2020-04-21T23:31:53.484
R,101,DEF-000001,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-22T01:18:12.402,2020-04-21T23:32:50.559
S,101,DEF-000002,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-22T01:49:56.691,2020-04-22T01:46:20.229
T,101,DEF-000002,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-22T02:33:02.062,2020-04-22T02:20:29.136
I,101,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-04-22T02:34:02.062,2020-04-22T02:33:02.062
J,101,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2020-04-22T02:40:00.538,2020-04-22T02:34:02.062
K,101,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2020-04-22T02:40:02.538,2020-04-22T02:40:00.538
M,101,ABC-000001,MXML.EnactmentLog,Task_0tkh9qf,Process_1,QBP_DEFAULT_RESOURCE,2020-04-22T02:58:41.776,2020-04-22T02:40:02.538
U,101,GHI-000003,MXML.EnactmentLog,Task_1abbjnw,Process_1,qbp_e79fc9c0-b70d-4c52-acb5-7a2416e6086c,2020-04-22T03:12:30.496,2020-04-22T02:58:41.776
V,101,GHI-000002,MXML.EnactmentLog,Task_0oq0sec,Process_1,qbp_e79fc9c0-b70d-4c52-acb5-7a2416e6086c,2020-04-22T03:49:42.627,2020-04-22T03:12:30.496
X,101,GHI-000001,MXML.EnactmentLog,Task_0qw0y7l,Process_1,qbp_e79fc9c0-b70d-4c52-acb5-7a2416e6086c,2020-04-22T03:55:38.626,2020-04-22T03:49:42.627
R,101,DEF-000003,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-22T06:03:10.299,2020-04-22T05:28:30.847
S,101,DEF-000003,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-22T06:33:09.641,2020-04-22T06:20:03.163
T,101,DEF-000003,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-22T06:55:23.091,2020-04-22T06:38:30.286
A,102,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T17:16:56.377,2020-04-21T17:08:27.867
B,102,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T17:47:02.232,2020-04-21T17:19:46.740
E,102,ABC-000001,MXML.EnactmentLog,Task_1f0rzqa,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T19:03:18.274,2020-04-21T19:02:52.652
F,102,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T19:07:35.858,2020-04-21T19:03:18.274
C,102,ABC-000001,MXML.EnactmentLog,Task_1xhajjz,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T19:07:50.638,2020-04-21T19:07:35.858
D,102,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T19:11:22.169,2020-04-21T19:07:50.638
H,102,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T19:26:16.377,2020-04-21T19:11:22.169
G,102,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T19:28:12.357,2020-04-21T19:26:16.377
I,102,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T21:07:43.516,2020-04-21T21:06:43.516
J,102,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T22:08:29.561,2020-04-21T22:01:02.241
K,102,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T22:25:50.885,2020-04-21T22:25:48.885
L,102,ABC-000001,MXML.EnactmentLog,Task_0jnkm8s,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T22:42:06.482,2020-04-21T22:40:10.212
N,102,ABC-000001,MXML.EnactmentLog,Task_1k76one,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T22:51:22.783,2020-04-21T22:42:06.482
Y,102,JKL-000002,MXML.EnactmentLog,Task_1n1wfe0,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-04-21T22:54:53.007,2020-04-21T22:51:22.783
Z,102,JKL-000003,MXML.EnactmentLog,Task_0t0yzbp,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-04-21T23:31:29.436,2020-04-21T22:54:53.007
AA,102,JKL-000001,MXML.EnactmentLog,Task_06c1top,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-04-21T23:35:09.755,2020-04-21T23:31:29.436
R,102,DEF-000002,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-22T00:59:09.598,2020-04-21T23:35:09.755
S,102,DEF-000001,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-22T01:19:51.372,2020-04-22T01:18:12.402
T,102,DEF-000002,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-22T02:04:12.234,2020-04-22T01:49:56.691
A,103,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T19:47:43.164,2020-04-21T19:47:37.070
B,103,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T19:58:43.544,2020-04-21T19:54:07.898
E,103,ABC-000001,MXML.EnactmentLog,Task_1f0rzqa,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T20:26:52.241,2020-04-21T20:26:24.979
F,103,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T20:27:43.814,2020-04-21T20:26:52.241
C,103,ABC-000001,MXML.EnactmentLog,Task_1xhajjz,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T20:29:28.276,2020-04-21T20:27:43.814
D,103,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T20:34:03.558,2020-04-21T20:29:28.276
H,103,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T21:03:59.630,2020-04-21T20:34:03.558
G,103,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T21:06:43.516,2020-04-21T21:03:59.630
I,103,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T22:09:29.561,2020-04-21T22:08:29.561
J,103,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2020-04-21T22:35:35.077,2020-04-21T22:25:50.885
