task,caseid,user,Activity_1,Resource_1,creator,variant,variant_index,end_timestamp,start_timestamp
Laser Marking,Case10,ID4882,Laser Marking,ID4882,Fluxicon Disco,Variant 8,8,2012-01-25T18:54:00.000,2012-01-25T17:00:00.000
Laser Marking,Case10,ID4882,Laser Marking,ID4882,Fluxicon Disco,Variant 8,8,2012-01-25T20:09:00.000,2012-01-25T19:22:00.000
Flat Grinding,Case10,ID0998,Flat Grinding,ID0998,Fluxicon Disco,Variant 8,8,2012-01-27T19:00:00.000,2012-01-27T16:30:00.000
Flat Grinding,Case10,ID0998,Flat Grinding,ID0998,Fluxicon Disco,Variant 8,8,2012-01-29T21:06:00.000,2012-01-29T14:09:00.000
Flat Grinding,Case10,ID0998,Flat Grinding,ID0998,Fluxicon Disco,Variant 8,8,2012-01-30T22:59:00.000,2012-01-30T21:19:00.000
Final Inspection Q.C.,Case10,ID4618,Final Inspection Q.C.,ID4618,Fluxicon Disco,Variant 8,8,2012-02-02T20:16:00.000,2012-02-02T18:38:00.000
Packing,Case10,ID4820,Packing,ID4820,Fluxicon Disco,Variant 8,8,2012-02-03T07:00:00.000,2012-02-03T06:00:00.000
End,Case10,End,End,End,Fluxicon Disco,Variant 8,8,2012-02-03T07:00:00.000,2012-02-03T07:00:00.000
Start,Case100,Start,Start,Start,Fluxicon Disco,Variant 9,9,2012-02-20T23:09:00.000,2012-02-20T23:09:00.000
Turning & Milling,Case100,ID4219,Turning & Milling,ID4219,Fluxicon Disco,Variant 9,9,2012-02-20T23:57:00.000,2012-02-20T23:09:00.000
Turning & Milling,Case100,ID4529,Turning & Milling,ID4529,Fluxicon Disco,Variant 9,9,2012-02-21T08:57:00.000,2012-02-21T04:57:00.000
Turning & Milling,Case100,ID4219,Turning & Milling,ID4219,Fluxicon Disco,Variant 9,9,2012-02-21T17:03:00.000,2012-02-21T12:45:00.000
Turning & Milling,Case100,ID4219,Turning & Milling,ID4219,Fluxicon Disco,Variant 9,9,2012-02-21T18:08:00.000,2012-02-21T17:04:00.000
Turning & Milling Q.C.,Case100,ID4618,Turning & Milling Q.C.,ID4618,Fluxicon Disco,Variant 9,9,2012-02-22T21:10:00.000,2012-02-22T20:48:00.000
Laser Marking,Case100,ID0998,Laser Marking,ID0998,Fluxicon Disco,Variant 9,9,2012-03-11T17:06:00.000,2012-03-11T17:05:00.000
Flat Grinding,Case100,ID0998,Flat Grinding,ID0998,Fluxicon Disco,Variant 9,9,2012-03-11T18:45:00.000,2012-03-11T18:23:00.000
Lapping,Case100,ID4882,Lapping,ID4882,Fluxicon Disco,Variant 9,9,2012-03-11T19:18:00.000,2012-03-11T18:46:00.000
Round Grinding,Case100,ID4445,Round Grinding,ID4445,Fluxicon Disco,Variant 9,9,2012-03-13T16:41:00.000,2012-03-13T16:34:00.000
Round Grinding,Case100,ID4445,Round Grinding,ID4445,Fluxicon Disco,Variant 9,9,2012-03-13T21:12:00.000,2012-03-13T16:41:00.000
Grinding Rework,Case100,ID4872,Grinding Rework,ID4872,Fluxicon Disco,Variant 9,9,2012-03-16T18:40:00.000,2012-03-16T17:30:00.000
Final Inspection Q.C.,Case100,ID4618,Final Inspection Q.C.,ID4618,Fluxicon Disco,Variant 9,9,2012-03-19T20:06:00.000,2012-03-19T17:21:00.000
Packing,Case100,ID4820,Packing,ID4820,Fluxicon Disco,Variant 9,9,2012-03-21T07:00:00.000,2012-03-21T06:00:00.000
Final Inspection Q.C.,Case100,ID4618,Final Inspection Q.C.,ID4618,Fluxicon Disco,Variant 9,9,2012-03-21T13:03:00.000,2012-03-21T13:02:00.000
End,Case100,End,End,End,Fluxicon Disco,Variant 9,9,2012-03-21T13:03:00.000,2012-03-21T13:03:00.000
Start,Case101,Start,Start,Start,Fluxicon Disco,Variant 10,10,2012-03-14T00:47:00.000,2012-03-14T00:47:00.000
Setup,Case101,ID4219,Setup,ID4219,Fluxicon Disco,Variant 10,10,2012-03-14T02:03:00.000,2012-03-14T00:47:00.000
Turning & Milling,Case101,ID4219,Turning & Milling,ID4219,Fluxicon Disco,Variant 10,10,2012-03-14T05:03:00.000,2012-03-14T02:38:00.000
Turning & Milling,Case101,ID4219,Turning & Milling,ID4219,Fluxicon Disco,Variant 10,10,2012-03-14T05:49:00.000,2012-03-14T05:04:00.000
Turning & Milling,Case101,ID4219,Turning & Milling,ID4219,Fluxicon Disco,Variant 10,10,2012-03-14T07:06:00.000,2012-03-14T05:50:00.000
Turning & Milling,Case101,ID4794,Turning & Milling,ID4794,Fluxicon Disco,Variant 10,10,2012-03-14T12:28:00.000,2012-03-14T07:06:00.000
Turning & Milling,Case101,ID0997,Turning & Milling,ID0997,Fluxicon Disco,Variant 10,10,2012-03-14T13:48:00.000,2012-03-14T13:02:00.000
Turning & Milling,Case101,ID0997,Turning & Milling,ID0997,Fluxicon Disco,Variant 10,10,2012-03-14T17:10:00.000,2012-03-14T13:49:00.000
Turning & Milling,Case101,ID0997,Turning & Milling,ID0997,Fluxicon Disco,Variant 10,10,2012-03-14T19:30:00.000,2012-03-14T17:11:00.000
Turning & Milling Q.C.,Case101,ID4618,Turning & Milling Q.C.,ID4618,Fluxicon Disco,Variant 10,10,2012-03-14T20:48:00.000,2012-03-14T19:33:00.000
Flat Grinding,Case101,ID0998,Flat Grinding,ID0998,Fluxicon Disco,Variant 10,10,2012-03-15T16:55:00.000,2012-03-15T15:55:00.000
Lapping,Case101,ID0998,Lapping,ID0998,Fluxicon Disco,Variant 10,10,2012-03-23T18:40:00.000,2012-03-23T17:00:00.000
Round Grinding,Case101,ID4528,Round Grinding,ID4528,Fluxicon Disco,Variant 10,10,2012-03-25T06:45:00.000,2012-03-25T05:15:00.000
Round Grinding,Case101,ID4528,Round Grinding,ID4528,Fluxicon Disco,Variant 10,10,2012-03-25T13:45:00.000,2012-03-25T06:45:00.000
Final Inspection Q.C.,Case101,ID4618,Final Inspection Q.C.,ID4618,Fluxicon Disco,Variant 10,10,2012-03-25T18:31:00.000,2012-03-25T13:50:00.000
Lapping,Case101,ID0998,Lapping,ID0998,Fluxicon Disco,Variant 10,10,2012-03-25T18:00:00.000,2012-03-25T17:00:00.000
Laser Marking,Case101,ID0998,Laser Marking,ID0998,Fluxicon Disco,Variant 10,10,2012-03-25T18:29:00.000,2012-03-25T18:15:00.000
Packing,Case101,ID4820,Packing,ID4820,Fluxicon Disco,Variant 10,10,2012-03-26T08:00:00.000,2012-03-26T07:00:00.000
End,Case101,End,End,End,Fluxicon Disco,Variant 10,10,2012-03-26T08:00:00.000,2012-03-26T08:00:00.000
Start,Case102,Start,Start,Start,Fluxicon Disco,Variant 11,11,2012-02-27T22:40:00.000,2012-02-27T22:40:00.000
Turning & Milling,Case102,ID4219,Turning & Milling,ID4219,Fluxicon Disco,Variant 11,11,2012-02-28T03:09:00.000,2012-02-27T22:40:00.000
Turning & Milling,Case102,ID4219,Turning & Milling,ID4219,Fluxicon Disco,Variant 11,11,2012-02-28T07:23:00.000,2012-02-28T03:46:00.000
Turning & Milling,Case102,ID0997,Turning & Milling,ID0997,Fluxicon Disco,Variant 11,11,2012-02-28T19:26:00.000,2012-02-28T17:00:00.000
Turning & Milling,Case102,ID0997,Turning & Milling,ID0997,Fluxicon Disco,Variant 11,11,2012-02-28T22:12:00.000,2012-02-28T20:20:00.000
Turning & Milling Q.C.,Case102,ID4287,Turning & Milling Q.C.,ID4287,Fluxicon Disco,Variant 11,11,2012-02-28T21:25:00.000,2012-02-28T20:35:00.000
Turning & Milling,Case102,ID0997,Turning & Milling,ID0997,Fluxicon Disco,Variant 11,11,2012-02-28T23:56:00.000,2012-02-28T22:12:00.000
Turning & Milling,Case102,ID4219,Turning & Milling,ID4219,Fluxicon Disco,Variant 11,11,2012-02-29T07:29:00.000,2012-02-29T03:28:00.000
Turning & Milling,Case102,ID4794,Turning & Milling,ID4794,Fluxicon Disco,Variant 11,11,2012-02-29T10:31:00.000,2012-02-29T07:30:00.000
Turning & Milling,Case102,ID0997,Turning & Milling,ID0997,Fluxicon Disco,Variant 11,11,2012-02-29T17:05:00.000,2012-02-29T13:32:00.000
Turning & Milling,Case102,ID0997,Turning & Milling,ID0997,Fluxicon Disco,Variant 11,11,2012-02-29T22:00:00.000,2012-02-29T17:05:00.000
Turning & Milling Q.C.,Case102,ID4287,Turning & Milling Q.C.,ID4287,Fluxicon Disco,Variant 11,11,2012-02-29T22:00:00.000,2012-02-29T21:00:00.000
Turning & Milling,Case102,ID0997,Turning & Milling,ID0997,Fluxicon Disco,Variant 11,11,2012-02-29T23:20:00.000,2012-02-29T22:00:00.000
Turning & Milling Q.C.,Case102,ID4287,Turning & Milling Q.C.,ID4287,Fluxicon Disco,Variant 11,11,2012-02-29T22:36:00.000,2012-02-29T22:04:00.000
Turning & Milling,Case102,ID0997,Turning & Milling,ID0997,Fluxicon Disco,Variant 11,11,2012-02-29T23:48:00.000,2012-02-29T23:19:00.000
Turning & Milling,Case102,ID4219,Turning & Milling,ID4219,Fluxicon Disco,Variant 11,11,2012-03-01T06:11:00.000,2012-03-01T04:27:00.000
Turning & Milling Q.C.,Case102,ID4287,Turning & Milling Q.C.,ID4287,Fluxicon Disco,Variant 11,11,2012-03-01T16:49:00.000,2012-03-01T15:30:00.000
Turning & Milling Q.C.,Case102,ID4287,Turning & Milling Q.C.,ID4287,Fluxicon Disco,Variant 11,11,2012-03-06T07:15:00.000,2012-03-06T06:00:00.000
Laser Marking,Case102,ID0998,Laser Marking,ID0998,Fluxicon Disco,Variant 11,11,2012-03-08T20:41:00.000,2012-03-08T19:32:00.000
Lapping,Case102,ID4882,Lapping,ID4882,Fluxicon Disco,Variant 11,11,2012-03-09T07:15:00.000,2012-03-09T06:00:00.000
Lapping,Case102,ID0998,Lapping,ID0998,Fluxicon Disco,Variant 11,11,2012-03-11T17:04:00.000,2012-03-11T15:38:00.000
Round Grinding,Case102,ID4528,Round Grinding,ID4528,Fluxicon Disco,Variant 11,11,2012-03-12T02:00:00.000,2012-03-12T01:25:00.000
Round Grinding,Case102,ID4528,Round Grinding,ID4528,Fluxicon Disco,Variant 11,11,2012-03-12T05:40:00.000,2012-03-12T02:00:00.000
Round Grinding,Case102,ID4445,Round Grinding,ID4445,Fluxicon Disco,Variant 11,11,2012-03-12T14:04:00.000,2012-03-12T13:03:00.000
Round Grinding,Case102,ID4287,Round Grinding,ID4287,Fluxicon Disco,Variant 11,11,2012-03-12T14:09:00.000,2012-03-12T13:50:00.000
Round Grinding,Case102,ID4445,Round Grinding,ID4445,Fluxicon Disco,Variant 11,11,2012-03-12T14:09:00.000,2012-03-12T14:02:00.000
Round Grinding,Case102,ID4287,Round Grinding,ID4287,Fluxicon Disco,Variant 11,11,2012-03-12T16:57:00.000,2012-03-12T14:10:00.000
Round Grinding,Case102,ID4445,Round Grinding,ID4445,Fluxicon Disco,Variant 11,11,2012-03-12T16:58:00.000,2012-03-12T16:00:00.000
Final Inspection Q.C.,Case102,ID4287,Final Inspection Q.C.,ID4287,Fluxicon Disco,Variant 11,11,2012-03-12T23:00:00.000,2012-03-12T20:00:00.000
Final Inspection Q.C.,Case102,ID4287,Final Inspection Q.C.,ID4287,Fluxicon Disco,Variant 11,11,2012-03-13T14:06:00.000,2012-03-13T14:00:00.000
Packing,Case102,ID4820,Packing,ID4820,Fluxicon Disco,Variant 11,11,2012-03-14T07:00:00.000,2012-03-14T06:00:00.000
End,Case102,End,End,End,Fluxicon Disco,Variant 11,11,2012-03-14T07:00:00.000,2012-03-14T07:00:00.000
Start,Case103,Start,Start,Start,Fluxicon Disco,Variant 12,12,2012-03-06T15:10:00.000,2012-03-06T15:10:00.000
Turning & Milling,Case103,ID4219,Turning & Milling,ID4219,Fluxicon Disco,Variant 12,12,2012-03-06T16:18:00.000,2012-03-06T15:10:00.000
Turning & Milling,Case103,ID0997,Turning & Milling,ID0997,Fluxicon Disco,Variant 12,12,2012-03-08T12:51:00.000,2012-03-08T10:19:00.000
Turning & Milling,Case103,ID4219,Turning & Milling,ID4219,Fluxicon Disco,Variant 12,12,2012-03-08T22:38:00.000,2012-03-08T16:04:00.000
Turning & Milling,Case103,ID0997,Turning & Milling,ID0997,Fluxicon Disco,Variant 12,12,2012-03-09T10:35:00.000,2012-03-09T02:24:00.000
Turning & Milling,Case103,ID0997,Turning & Milling,ID0997,Fluxicon Disco,Variant 12,12,2012-03-09T13:27:00.000,2012-03-09T10:35:00.000
Turning & Milling Q.C.,Case103,ID4618,Turning & Milling Q.C.,ID4618,Fluxicon Disco,Variant 12,12,2012-03-09T16:38:00.000,2012-03-09T13:32:00.000
Turning & Milling,Case103,ID4219,Turning & Milling,ID4219,Fluxicon Disco,Variant 12,12,2012-03-09T16:27:00.000,2012-03-09T13:32:00.000
Turning & Milling Q.C.,Case103,ID4618,Turning & Milling Q.C.,ID4618,Fluxicon Disco,Variant 12,12,2012-03-11T14:16:00.000,2012-03-11T13:42:00.000
Turning & Milling,Case103,ID0997,Turning & Milling,ID0997,Fluxicon Disco,Variant 12,12,2012-03-11T16:37:00.000,2012-03-11T15:03:00.000
Turning & Milling,Case103,ID0997,Turning & Milling,ID0997,Fluxicon Disco,Variant 12,12,2012-03-11T17:48:00.000,2012-03-11T16:37:00.000
Turning & Milling,Case103,ID0997,Turning & Milling,ID0997,Fluxicon Disco,Variant 12,12,2012-03-11T22:09:00.000,2012-03-11T17:49:00.000
Turning & Milling,Case103,ID4219,Turning & Milling,ID4219,Fluxicon Disco,Variant 12,12,2012-03-12T00:35:00.000,2012-03-11T22:35:00.000
Turning & Milling Q.C.,Case103,ID4618,Turning & Milling Q.C.,ID4618,Fluxicon Disco,Variant 12,12,2012-03-12T14:28:00.000,2012-03-12T14:27:00.000
Laser Marking,Case103,ID4355,Laser Marking,ID4355,Fluxicon Disco,Variant 12,12,2012-03-13T16:46:00.000,2012-03-13T15:54:00.000
Flat Grinding,Case103,ID0998,Flat Grinding,ID0998,Fluxicon Disco,Variant 12,12,2012-03-13T20:04:00.000,2012-03-13T19:27:00.000
Final Inspection Q.C.,Case103,ID4618,Final Inspection Q.C.,ID4618,Fluxicon Disco,Variant 12,12,2012-03-13T23:57:00.000,2012-03-13T20:07:00.000
Final Inspection Q.C.,Case103,ID4618,Final Inspection Q.C.,ID4618,Fluxicon Disco,Variant 12,12,2012-03-14T16:35:00.000,2012-03-14T12:58:00.000
Final Inspection Q.C.,Case103,ID4618,Final Inspection Q.C.,ID4618,Fluxicon Disco,Variant 12,12,2012-03-14T18:04:00.000,2012-03-14T18:03:00.000
Packing,Case103,ID4820,Packing,ID4820,Fluxicon Disco,Variant 12,12,2012-03-15T07:00:00.000,2012-03-15T06:00:00.000
End,Case103,End,End,End,Fluxicon Disco,Variant 12,12,2012-03-15T07:00:00.000,2012-03-15T07:00:00.000
Start,Case104,Start,Start,Start,Fluxicon Disco,Variant 13,13,2012-03-20T02:43:00.000,2012-03-20T02:43:00.000
Turning & Milling,Case104,ID4529,Turning & Milling,ID4529,Fluxicon Disco,Variant 13,13,2012-03-20T08:26:00.000,2012-03-20T02:43:00.000
Turning & Milling,Case104,ID4529,Turning & Milling,ID4529,Fluxicon Disco,Variant 13,13,2012-03-20T12:41:00.000,2012-03-20T08:27:00.000
Turning & Milling,Case104,ID4429,Turning & Milling,ID4429,Fluxicon Disco,Variant 13,13,2012-03-20T17:07:00.000,2012-03-20T13:00:00.000
Turning & Milling Q.C.,Case104,ID4493,Turning & Milling Q.C.,ID4493,Fluxicon Disco,Variant 13,13,2012-03-20T17:54:00.000,2012-03-20T15:54:00.000
Turning & Milling Q.C.,Case104,ID4493,Turning & Milling Q.C.,ID4493,Fluxicon Disco,Variant 13,13,2012-03-21T13:41:00.000,2012-03-21T12:55:00.000
Laser Marking,Case104,ID4718,Laser Marking,ID4718,Fluxicon Disco,Variant 13,13,2012-03-21T15:49:00.000,2012-03-21T15:21:00.000
End,Case104,End,End,End,Fluxicon Disco,Variant 13,13,2012-03-21T15:49:00.000,2012-03-21T15:49:00.000
Start,Case105,Start,Start,Start,Fluxicon Disco,Variant 5,5,2012-03-21T05:18:00.000,2012-03-21T05:18:00.000
Turning & Milling,Case105,ID4167,Turning & Milling,ID4167,Fluxicon Disco,Variant 5,5,2012-03-21T12:34:00.000,2012-03-21T05:18:00.000
Turning & Milling,Case105,ID4932,Turning & Milling,ID4932,Fluxicon Disco,Variant 5,5,2012-03-21T16:31:00.000,2012-03-21T13:18:00.000
End,Case105,End,End,End,Fluxicon Disco,Variant 5,5,2012-03-21T16:31:00.000,2012-03-21T16:31:00.000
Start,Case106,Start,Start,Start,Fluxicon Disco,Variant 14,14,2012-03-15T16:14:00.000,2012-03-15T16:14:00.000
Turning & Milling,Case106,ID0997,Turning & Milling,ID0997,Fluxicon Disco,Variant 14,14,2012-03-15T21:44:00.000,2012-03-15T16:14:00.000
Turning & Milling,Case106,ID4219,Turning & Milling,ID4219,Fluxicon Disco,Variant 14,14,2012-03-16T02:38:00.000,2012-03-15T22:55:00.000
Turning & Milling Q.C.,Case106,ID4618,Turning & Milling Q.C.,ID4618,Fluxicon Disco,Variant 14,14,2012-03-19T13:28:00.000,2012-03-19T13:00:00.000
Laser Marking,Case106,ID0998,Laser Marking,ID0998,Fluxicon Disco,Variant 14,14,2012-03-19T16:51:00.000,2012-03-19T15:38:00.000
Flat Grinding,Case106,ID4882,Flat Grinding,ID4882,Fluxicon Disco,Variant 14,14,2012-03-19T21:20:00.000,2012-03-19T20:42:00.000
Final Inspection Q.C.,Case106,ID4618,Final Inspection Q.C.,ID4618,Fluxicon Disco,Variant 14,14,2012-03-21T23:57:00.000,2012-03-21T21:27:00.000
Packing,Case106,ID4820,Packing,ID4820,Fluxicon Disco,Variant 14,14,2012-03-22T07:00:00.000,2012-03-22T06:00:00.000
Final Inspection Q.C.,Case106,ID4618,Final Inspection Q.C.,ID4618,Fluxicon Disco,Variant 14,14,2012-03-22T19:05:00.000,2012-03-22T17:50:00.000
End,Case106,End,End,End,Fluxicon Disco,Variant 14,14,2012-03-22T19:05:00.000,2012-03-22T19:05:00.000
Start,Case107,Start,Start,Start,Fluxicon Disco,Variant 1,1,2012-03-30T13:36:00.000,2012-03-30T13:36:00.000
Turning & Milling,Case107,ID4132,Turning & Milling,ID4132,Fluxicon Disco,Variant 1,1,2012-03-30T18:47:00.000,2012-03-30T13:36:00.000
End,Case107,End,End,End,Fluxicon Disco,Variant 1,1,2012-03-30T18:47:00.000,2012-03-30T18:47:00.000
Start,Case108,Start,Start,Start,Fluxicon Disco,Variant 15,15,2012-02-27T07:18:00.000,2012-02-27T07:18:00.000
Turning & Milling,Case108,ID4794,Turning & Milling,ID4794,Fluxicon Disco,Variant 15,15,2012-02-27T12:55:00.000,2012-02-27T07:18:00.000
Turning & Milling,Case108,ID4529,Turning & Milling,ID4529,Fluxicon Disco,Variant 15,15,2012-02-27T15:13:00.000,2012-02-27T12:59:00.000
Turning & Milling Q.C.,Case108,ID4287,Turning & Milling Q.C.,ID4287,Fluxicon Disco,Variant 15,15,2012-02-27T14:40:00.000,2012-02-27T13:00:00.000
Turning & Milling,Case108,ID4529,Turning & Milling,ID4529,Fluxicon Disco,Variant 15,15,2012-02-27T18:38:00.000,2012-02-27T15:13:00.000
Turning & Milling Q.C.,Case108,ID4287,Turning & Milling Q.C.,ID4287,Fluxicon Disco,Variant 15,15,2012-02-28T20:24:00.000,2012-02-28T19:20:00.000
Laser Marking,Case108,ID0998,Laser Marking,ID0998,Fluxicon Disco,Variant 15,15,2012-02-29T01:07:00.000,2012-02-28T23:52:00.000
Flat Grinding,Case108,ID4528,Flat Grinding,ID4528,Fluxicon Disco,Variant 15,15,2012-02-29T07:15:00.000,2012-02-29T06:00:00.000
Flat Grinding,Case108,ID0420,Flat Grinding,ID0420,Fluxicon Disco,Variant 15,15,2012-03-01T05:04:00.000,2012-03-01T04:05:00.000
Lapping,Case108,ID0420,Lapping,ID0420,Fluxicon Disco,Variant 15,15,2012-03-01T09:28:00.000,2012-03-01T08:35:00.000
Lapping,Case108,ID0420,Lapping,ID0420,Fluxicon Disco,Variant 15,15,2012-03-01T09:50:00.000,2012-03-01T08:36:00.000
Round Grinding,Case108,ID4385,Round Grinding,ID4385,Fluxicon Disco,Variant 15,15,2012-03-07T17:16:00.000,2012-03-07T14:30:00.000
Round Grinding,Case108,ID4385,Round Grinding,ID4385,Fluxicon Disco,Variant 15,15,2012-03-07T20:10:00.000,2012-03-07T17:18:00.000
Round Grinding,Case108,ID0420,Round Grinding,ID0420,Fluxicon Disco,Variant 15,15,2012-03-07T21:56:00.000,2012-03-07T20:12:00.000
Round Grinding,Case108,ID4872,Round Grinding,ID4872,Fluxicon Disco,Variant 15,15,2012-03-08T01:30:00.000,2012-03-07T21:57:00.000
Final Inspection Q.C.,Case108,ID4287,Final Inspection Q.C.,ID4287,Fluxicon Disco,Variant 15,15,2012-03-08T21:52:00.000,2012-03-08T17:00:00.000
Packing,Case108,ID4820,Packing,ID4820,Fluxicon Disco,Variant 15,15,2012-03-09T07:00:00.000,2012-03-09T06:00:00.000
Final Inspection Q.C.,Case108,ID4287,Final Inspection Q.C.,ID4287,Fluxicon Disco,Variant 15,15,2012-03-09T15:27:00.000,2012-03-09T15:00:00.000
End,Case108,End,End,End,Fluxicon Disco,Variant 15,15,2012-03-09T15:27:00.000,2012-03-09T15:27:00.000
Start,Case109,Start,Start,Start,Fluxicon Disco,Variant 16,16,2012-03-04T17:14:00.000,2012-03-04T17:14:00.000
Turning & Milling,Case109,ID4932,Turning & Milling,ID4932,Fluxicon Disco,Variant 16,16,2012-03-05T00:01:00.000,2012-03-04T17:14:00.000
Turning & Milling,Case109,ID4167,Turning & Milling,ID4167,Fluxicon Disco,Variant 16,16,2012-03-05T05:53:00.000,2012-03-04T23:52:00.000
Turning & Milling Q.C.,Case109,ID4618,Turning & Milling Q.C.,ID4618,Fluxicon Disco,Variant 16,16,2012-03-05T07:15:00.000,2012-03-05T06:00:00.000
Turning & Milling,Case109,ID4529,Turning & Milling,ID4529,Fluxicon Disco,Variant 16,16,2012-03-05T07:08:00.000,2012-03-05T06:03:00.000
