task,caseid,user,Activity_1,Resource_1,creator,variant,variant_index,end_timestamp,start_timestamp
W_Completeren aanvraag,173742,11180.0,W_Completeren aanvraag,11180.0,Fluxicon Disco,Variant 217,217,2011-10-05T09:32:15.950,2011-10-05T09:31:37.643
W_Completeren aanvraag,173742,11201.0,W_Completeren aanvraag,11201.0,Fluxicon Disco,Variant 217,217,2011-10-06T10:00:04.158,2011-10-06T09:59:11.603
W_Completeren aanvraag,173742,11180.0,W_Completeren aanvraag,11180.0,Fluxicon Disco,Variant 217,217,2011-10-06T20:54:12.674,2011-10-06T20:53:12.515
W_Completeren aanvraag,173742,11181.0,W_Completeren aanvraag,11181.0,Fluxicon Disco,Variant 217,217,2011-10-07T18:34:58.370,2011-10-07T18:33:31.438
W_Completeren aanvraag,173742,10913.0,W_Completeren aanvraag,10913.0,Fluxicon Disco,Variant 217,217,2011-10-08T10:51:27.693,2011-10-08T10:49:43.434
W_Completeren aanvraag,173742,11181.0,W_Completeren aanvraag,11181.0,Fluxicon Disco,Variant 217,217,2011-10-08T11:30:22.029,2011-10-08T11:27:14.238
W_Afhandelen leads,173745,10939.0,W_Afhandelen leads,10939.0,Fluxicon Disco,Variant 64,64,2011-10-01T15:21:27.382,2011-10-01T15:19:46.902
W_Nabellen offertes,173745,11000.0,W_Nabellen offertes,11000.0,Fluxicon Disco,Variant 64,64,2011-10-08T12:45:59.872,2011-10-08T12:37:54.978
W_Afhandelen leads,173748,10939.0,W_Afhandelen leads,10939.0,Fluxicon Disco,Variant 278,278,2011-10-01T15:24:17.903,2011-10-01T15:21:30.425
W_Completeren aanvraag,173748,10939.0,W_Completeren aanvraag,10939.0,Fluxicon Disco,Variant 278,278,2011-10-01T15:57:08.108,2011-10-01T15:56:55.771
W_Completeren aanvraag,173748,10939.0,W_Completeren aanvraag,10939.0,Fluxicon Disco,Variant 278,278,2011-10-01T15:57:18.128,2011-10-01T15:57:12.437
W_Completeren aanvraag,173748,11019.0,W_Completeren aanvraag,11019.0,Fluxicon Disco,Variant 278,278,2011-10-01T16:09:35.915,2011-10-01T16:01:55.949
W_Completeren aanvraag,173748,11119.0,W_Completeren aanvraag,11119.0,Fluxicon Disco,Variant 278,278,2011-10-01T16:37:33.942,2011-10-01T16:27:43.446
W_Nabellen offertes,173748,11119.0,W_Nabellen offertes,11119.0,Fluxicon Disco,Variant 278,278,2011-10-01T16:39:20.513,2011-10-01T16:37:45.563
W_Nabellen offertes,173748,11119.0,W_Nabellen offertes,11119.0,Fluxicon Disco,Variant 278,278,2011-10-01T16:42:18.798,2011-10-01T16:41:24.002
W_Nabellen offertes,173748,11119.0,W_Nabellen offertes,11119.0,Fluxicon Disco,Variant 278,278,2011-10-01T16:48:25.529,2011-10-01T16:42:41.603
W_Nabellen offertes,173748,11001.0,W_Nabellen offertes,11001.0,Fluxicon Disco,Variant 278,278,2011-10-03T16:44:24.049,2011-10-03T16:35:29.831
W_Completeren aanvraag,173751,11000.0,W_Completeren aanvraag,11000.0,Fluxicon Disco,Variant 20,20,2011-10-01T15:34:03.433,2011-10-01T15:27:54.581
W_Nabellen offertes,173751,10899.0,W_Nabellen offertes,10899.0,Fluxicon Disco,Variant 20,20,2011-10-07T12:40:20.348,2011-10-07T12:40:09.590
W_Valideren aanvraag,173751,10138.0,W_Valideren aanvraag,10138.0,Fluxicon Disco,Variant 20,20,2011-10-11T10:39:37.710,2011-10-11T10:28:50.637
W_Completeren aanvraag,173754,11000.0,W_Completeren aanvraag,11000.0,Fluxicon Disco,Variant 940,940,2011-10-01T15:44:41.812,2011-10-01T15:34:08.620
W_Completeren aanvraag,173754,10939.0,W_Completeren aanvraag,10939.0,Fluxicon Disco,Variant 940,940,2011-10-01T16:00:04.254,2011-10-01T15:57:20.639
W_Completeren aanvraag,173754,11180.0,W_Completeren aanvraag,11180.0,Fluxicon Disco,Variant 940,940,2011-10-03T12:57:19.896,2011-10-03T12:56:25.496
W_Completeren aanvraag,173754,11001.0,W_Completeren aanvraag,11001.0,Fluxicon Disco,Variant 940,940,2011-10-04T13:23:24.422,2011-10-04T13:19:33.517
W_Completeren aanvraag,173754,11179.0,W_Completeren aanvraag,11179.0,Fluxicon Disco,Variant 940,940,2011-10-04T17:57:28.524,2011-10-04T17:56:08.754
W_Completeren aanvraag,173754,11180.0,W_Completeren aanvraag,11180.0,Fluxicon Disco,Variant 940,940,2011-10-05T09:52:18.491,2011-10-05T09:51:21.156
W_Completeren aanvraag,173754,11181.0,W_Completeren aanvraag,11181.0,Fluxicon Disco,Variant 940,940,2011-10-05T18:39:11.602,2011-10-05T18:35:43.713
W_Completeren aanvraag,173754,11189.0,W_Completeren aanvraag,11189.0,Fluxicon Disco,Variant 940,940,2011-10-06T09:59:11.701,2011-10-06T09:57:22.776
W_Completeren aanvraag,173754,11181.0,W_Completeren aanvraag,11181.0,Fluxicon Disco,Variant 940,940,2011-10-07T18:41:57.476,2011-10-07T18:40:54.864
W_Completeren aanvraag,173754,11181.0,W_Completeren aanvraag,11181.0,Fluxicon Disco,Variant 940,940,2011-10-08T11:12:22.490,2011-10-08T11:07:09.527
W_Completeren aanvraag,173754,10809.0,W_Completeren aanvraag,10809.0,Fluxicon Disco,Variant 940,940,2011-10-14T13:51:42.183,2011-10-14T13:49:41.128
W_Completeren aanvraag,173754,10809.0,W_Completeren aanvraag,10809.0,Fluxicon Disco,Variant 940,940,2011-10-14T13:52:59.787,2011-10-14T13:52:12.099
W_Completeren aanvraag,173754,10809.0,W_Completeren aanvraag,10809.0,Fluxicon Disco,Variant 940,940,2011-10-14T14:26:30.998,2011-10-14T14:26:08.264
W_Beoordelen fraude,173754,10809.0,W_Beoordelen fraude,10809.0,Fluxicon Disco,Variant 940,940,2011-10-14T14:26:59.868,2011-10-14T14:26:43.880
W_Beoordelen fraude,173754,10809.0,W_Beoordelen fraude,10809.0,Fluxicon Disco,Variant 940,940,2011-10-14T14:28:41.859,2011-10-14T14:27:33.053
W_Completeren aanvraag,173760,11019.0,W_Completeren aanvraag,11019.0,Fluxicon Disco,Variant 13,13,2011-10-01T16:01:45.570,2011-10-01T15:49:25.830
W_Nabellen offertes,173760,11119.0,W_Nabellen offertes,11119.0,Fluxicon Disco,Variant 13,13,2011-10-10T19:52:09.728,2011-10-10T19:51:46.694
W_Nabellen offertes,173760,11049.0,W_Nabellen offertes,11049.0,Fluxicon Disco,Variant 13,13,2011-10-11T11:01:39.164,2011-10-11T10:58:47.999
W_Valideren aanvraag,173760,10972.0,W_Valideren aanvraag,10972.0,Fluxicon Disco,Variant 13,13,2011-10-14T15:41:11.193,2011-10-14T15:17:11.834
W_Afhandelen leads,173763,10939.0,W_Afhandelen leads,10939.0,Fluxicon Disco,Variant 1,1,2011-10-01T16:38:43.770,2011-10-01T16:36:40.854
W_Completeren aanvraag,173766,11019.0,W_Completeren aanvraag,11019.0,Fluxicon Disco,Variant 70,70,2011-10-01T16:45:56.460,2011-10-01T16:21:09.556
W_Completeren aanvraag,173766,11203.0,W_Completeren aanvraag,11203.0,Fluxicon Disco,Variant 70,70,2011-10-01T16:48:23.746,2011-10-01T16:46:57.433
W_Completeren aanvraag,173766,11180.0,W_Completeren aanvraag,11180.0,Fluxicon Disco,Variant 70,70,2011-10-03T13:48:25.069,2011-10-03T13:46:24.397
W_Completeren aanvraag,173766,11169.0,W_Completeren aanvraag,11169.0,Fluxicon Disco,Variant 70,70,2011-10-04T13:11:09.043,2011-10-04T13:01:52.979
W_Completeren aanvraag,173766,11122.0,W_Completeren aanvraag,11122.0,Fluxicon Disco,Variant 70,70,2011-10-04T17:17:33.659,2011-10-04T17:12:49.000
W_Completeren aanvraag,173766,11180.0,W_Completeren aanvraag,11180.0,Fluxicon Disco,Variant 70,70,2011-10-05T09:20:40.159,2011-10-05T09:19:46.414
W_Completeren aanvraag,173766,11181.0,W_Completeren aanvraag,11181.0,Fluxicon Disco,Variant 70,70,2011-10-05T18:50:58.641,2011-10-05T18:47:16.548
W_Completeren aanvraag,173766,11180.0,W_Completeren aanvraag,11180.0,Fluxicon Disco,Variant 70,70,2011-10-06T20:52:12.238,2011-10-06T20:50:04.321
W_Completeren aanvraag,173775,10913.0,W_Completeren aanvraag,10913.0,Fluxicon Disco,Variant 5,5,2011-10-03T10:38:04.449,2011-10-03T10:33:48.312
W_Completeren aanvraag,173781,11180.0,W_Completeren aanvraag,11180.0,Fluxicon Disco,Variant 2,2,2011-10-03T09:25:12.137,2011-10-03T09:14:50.846
W_Completeren aanvraag,173784,11169.0,W_Completeren aanvraag,11169.0,Fluxicon Disco,Variant 943,943,2011-10-04T13:41:55.100,2011-10-04T13:39:04.587
W_Completeren aanvraag,173784,11121.0,W_Completeren aanvraag,11121.0,Fluxicon Disco,Variant 943,943,2011-10-04T17:15:04.246,2011-10-04T17:14:29.183
W_Completeren aanvraag,173784,11121.0,W_Completeren aanvraag,11121.0,Fluxicon Disco,Variant 943,943,2011-10-04T17:15:24.697,2011-10-04T17:15:19.181
W_Completeren aanvraag,173784,11122.0,W_Completeren aanvraag,11122.0,Fluxicon Disco,Variant 943,943,2011-10-04T17:19:49.910,2011-10-04T17:19:43.505
W_Completeren aanvraag,173784,11122.0,W_Completeren aanvraag,11122.0,Fluxicon Disco,Variant 943,943,2011-10-04T17:37:29.837,2011-10-04T17:29:29.312
W_Nabellen offertes,173784,10982.0,W_Nabellen offertes,10982.0,Fluxicon Disco,Variant 943,943,2011-10-11T20:42:59.830,2011-10-11T20:37:55.829
W_Nabellen offertes,173784,11180.0,W_Nabellen offertes,11180.0,Fluxicon Disco,Variant 943,943,2011-10-12T16:47:33.647,2011-10-12T16:46:36.776
